Store Name,Longitude,Latitude
Lansing - Cedar & I-96,-84.54,42.66
Lapeer Rd & Demille,-83.32,43.04
Southfield Rd & Dix Hwy,-83.19,42.25
Teavana - Laurel Park Place,-83.42,42.41
Livonia-Middlebelt & I-96,-83.33,42.38
Kroger-Livonia #618,-83.35,42.4
Target Livonia T-2230,-83.33,42.37
Mackinac Bay Trading,-84.73,45.78
Rena's Fudge Shop-Silver Mines,-84.62,45.85
Kroger-Macomb #684,-82.9,42.64
Target Macomb Township T-2113,-82.91,42.63
Hall & Heydenreich,-82.91,42.63
"Madison Hgts, 12 Mile & Dartmouth",-83.11,42.5
Target Madison Heights T-282,-83.11,42.53
"Marquette, MI-Hwy 41 & Hwy 492",-87.46,46.55
Target Marquette T-1334,-87.47,46.55
Northern Michigan U/Marquette,-87.4,46.56
Family Fare 1995 Marshall,-84.99,42.27
Meijer-Marysville #229,-82.5,42.91
"Midland, M-10 & Eastman",-84.25,43.66
"Milford, N Main St",-83.6,42.59
Kroger Milford 526,-83.6,42.59
Central Michigan University,-84.78,43.59
Target Mount Pleasant T-924,-84.77,43.58
US-127 & Pickard - Mount Pleasant,-84.74,43.61
Target Norton Shores T-2327,-86.21,43.16
"Muskegon, Sternberg & Harvey",-86.2,43.15
New Hudson - Milford & Lyon Ctr,-83.62,42.52
Martin's-Niles #19,-86.25,41.82
Kroger Northville 361,-83.48,42.44
8 Mi. & Haggerty Rd.,-83.43,42.43
Downtown Northville,-83.48,42.43
Twelve Oaks Mall,-83.47,42.49
12 Mile & Cabot,-83.44,42.5
Teavana - Twelve Oaks,-83.47,42.49
Grand River & Beck,-83.52,42.49
Kroger-Novi #632,-83.52,42.49
Target Novi T-1465,-83.54,42.49
Novi Rd & W Oaks,-83.48,42.49
"Macy's-Novi, MI",-83.47,42.49
14 Mile & Novi Rd - Maples Plaza,-83.47,42.53
"Oak Park, 10 Mile & Greenfield",-83.2,42.47
Kroger-Oakland #650,-83.2,42.73
Target East Lansing T-365,-84.42,42.72
Okemos & Jolly,-84.43,42.68
Orchard Lake Village,-83.36,42.58
Baldwin & I-75,-83.31,42.71
Glen's Fresh Market Petoskey North,-84.87,45.41
Carpenter Rd.,-83.68,42.24
Ann Arbor-Saline & Lohr,-83.77,42.24
Mayflower Centre,-83.47,42.37
Kroger-Plymouth #670,-83.48,42.36
Spartan - Portage #1588,-85.6,42.21
Teavana - The Crossroads,-85.59,42.22
"Telegraph at Cathedral, Redford",-83.27,42.36
Meijers-Rochester #57,-83.13,42.63
"Adams & Walton, Rochester Hills",-83.19,42.68
Rochester Rd. & Tienken,-83.14,42.7
Rochester and Auburn,-83.13,42.64
Target Rochester Hills T-351,-83.13,42.64
Meijer-Rockford #226,-85.6,43.12
Spartan - Rockford #1572,-85.55,43.11
Kroger Roseville # 774,-82.92,42.52
12 Mile & Gratiot,-82.93,42.51
Roseville on Gratiot,-82.92,42.53
Woodward and Guilford,-83.18,42.52
Meijers-Royal Oak #34,-83.18,42.54
Normandy & Woodward,-83.19,42.52
"Royal Oak, S Main & 3rd St",-83.14,42.49
Kroger Royal Oak 743,-83.12,42.5
Beaumont Hospital Royal Oak,-83.19,42.51
Bay Road & Tittabawassee,-83.97,43.48
Saginaw Valley State University,-83.96,43.51
Hall Rd & Hayes,-82.98,42.63
Target Shelby Township T-1466,-83.03,42.71
Kroger Shelby Township 754,-83.06,42.69
Kroger - Shelby Township #737,-82.98,42.67
Target Shelby Township T 278,-83,42.63
Kroger South Lyon #366,-83.56,42.46
12 Mile & Telegraph,-83.29,42.5
Target Southfield T-2207,-83.23,42.51
Southfield & Windflower,-83.22,42.51
Northwestern & Inkster,-83.32,42.51
Target Southland T-280,-83.26,42.2
Martin's-St Joseph #21,-86.49,42.08
16 & Dequindre,-83.09,42.56
Kroger Sterling Heights #449,-82.99,42.62
Teavana - Lakeside Mall,-82.99,42.62
Macys - Lakeside,-82.99,42.62
Van Dyke & 16 Mile Rd,-83.03,42.56
Target Sterling Heights T-605,-83.03,42.56
Target Sterling Heights T-2254,-83.08,42.56
Eureka & Pardee,-83.26,42.2
Southland Center - MI,-83.26,42.2
Target - Traverse City T-671,-85.64,44.73
Meijer-Traverse City #33,-85.64,44.74
Macy's-Somerset Collection #301,-83.18,42.56
Beaumont Hospital Troy,-83.09,42.62
Big Beaver and Crooks,-83.17,42.56
Somerset North Mall,-83.18,42.56
Teavana - The Somerset Collection,-83.18,42.56
Somerset Mall - Bridge,-83.18,42.56
"Troy, Maple & Crooks",-83.17,42.55
Rochester & South Blvd,-83.13,42.62
Macys - Troy,-83.11,42.53
Crooks & Long Lake,-83.17,42.6
16 Mile & John R Rd,-83.11,42.56
Oakland Mall - 14 Mile Rd,-83.11,42.53
Target Troy T-1313,-83.19,42.54
23 Mile Rd & M-53,-83.01,42.67
"Walker, Alpine & Coventry",-85.69,43.02
Target Commerce Township T-896,-83.44,42.53
Kroger - Walled Lake #634,-83.51,42.53
Target Warren T-2544,-83.08,42.49
12 Mile & Mound,-83.05,42.51
"Waterford, Highland & Crescent Lk",-83.39,42.66
Orchard Lake Rd & Powers,-83.36,42.54
Target Westland T-281,-83.39,42.34
Central City Pkwy & Warren Rd,-83.4,42.34
Meijer-White Lake #227,-83.53,42.65
Kroger White Lake 759,-83.5,42.65
D&W Fresh Market-Williamston #1903,-84.28,42.69
"Allen & West, Woodhaven",-83.23,42.14
Target Woodhaven T-923,-83.22,42.14
Target Wyoming T-1052,-85.68,42.86
Byron Ctr & Metro Health Dr,-85.72,42.86
EMU Student Center,-83.63,42.25
"Kroger-Ypsilanti, MI #707",-83.62,42.21
"Family Fare #108-Zeeland, MI",-86.02,42.83
Target Alexandria T-821,-95.39,45.85
Target Andover T-2025,-93.32,45.22
Round Lake Blvd and Northdale,-93.36,45.21
Super Target Apple Valley ST-643,-93.21,44.73
Super Target Apple Vly South ST-239,-93.18,44.72
Lexington and Red Fox - Arden Hills,-93.15,45.06
Target Baxter T-659,-94.24,46.37
Hwy 371 and Woida Road-Baxter,-94.25,46.37
Target Bemidji T-657.,-94.91,47.49
Super Target Blaine ST-1832,-93.23,45.17
109th and Hwy 65 - Blaine,-93.24,45.17
MOA 3rd Floor C310,-93.24,44.86
98th and Lyndale-Bloomington,-93.29,44.83
Mall of America II,-93.24,44.86
164 E. Broadway - 1st level MOA,-93.24,44.85
Southtown - I-494 and Penn,-93.31,44.86
Teavana - Mall of America,-93.24,44.85
Target Bloomington T-5,-93.31,44.86
Brooklyn Ctr-Brooklyn Blvd. & 55th,-93.32,45.06
Target Brooklyn Park T-693,-93.38,45.09
Target North Campus,-93.37,45.14
Hy Vee @ Brooklyn Park Kiosk,-93.36,45.13
Hyvee @ Brooklyn Park,-93.36,45.12
Target Buffalo T-861,-93.86,45.17
Super Target Burnsville ST-2340,-93.29,44.75
Teavana - Burnsville Center,-93.29,44.74
CR 42 and Burnhaven Dr,-93.3,44.75
Cambridge - Hwy 95 and Hwy 65,-93.21,45.57
Hwy 169 and Elm Creek - Champlin,-93.39,45.16
Super Target Champlin ST-1831,-93.39,45.17
Chanhassen - Dakota Ave II,-93.52,44.86
Target Chanhassen T-862,-93.54,44.86
Super Target Chaska ST-1352,-93.6,44.83
Target Coon Rapids T-1144,-93.35,45.2
Coon Rapids-Foley & Hwy 10,-93.28,45.15
Target Northtown T-820,-93.27,45.13
Cottage Grove-E. Point Douglas,-92.96,44.83
Target Cottage Grove T-662,-92.93,44.82
Bass Lake Rd & Broadway-Crystal,-93.36,45.05
Target Duluth T-4,-92.17,46.81
Teavana - Miller Hill Mall,-92.16,46.8
Woodland Ave & College St.,-92.08,46.82
1405 Miller Trunk Highway,-92.16,46.81
Duluth - Superior & 4th,-92.1,46.78
2040 Cliff Road - Eagan,-93.21,44.79
Eagan Station,-93.17,44.83
Hy Vee - Eagan #1165,-93.17,44.84
Kowalski's - Eagan,-93.19,44.8
Cedar & Hwy 13-TC Premium Outlets,-93.21,44.81
Hwy 169 and Anderson Lakes Parkway,-93.4,44.84
582 Prairie Center Drive,-93.43,44.85
62 and Shady Oak,-93.42,44.89
Teavana - Eden Prairie Center,-93.43,44.85
930 Prairie Center Dr- Eden Prairie,-93.44,44.86
Teavana - Southdale Center,-93.33,44.88
Jerry's Edina,-93.36,44.91
3215 Galleria - Galleria Mall,-93.32,44.88
3939 W. 50th - 50th and France,-93.33,44.91
Macy's-Southdale #231,-93.33,44.88
Edina - Hwy 100 and Industrial Blvd,-93.35,44.86
Edina - Hwy 100 & Vernon,-93.35,44.91
Super Target Edina ST-2313,-93.32,44.88
France Avenue & 76th - Edina,-93.33,44.87
Highway 169 and Freeport-Elk River,-93.56,45.32
Kowalski's - Excelsior,-93.57,44.9
Target Forest Lake T-1244,-93,45.27
Forest Lake,-93.01,45.28
Central and 53rd - Fridley,-93.25,45.06
Hwy 55 and Golden Valley Road,-93.38,44.98
Target Grand Rapids T-904,-93.53,47.21
Target Hastings T-1245,-92.89,44.74
Hwy 7 & Hopkins Crossroads,-93.42,44.93
Target - Hutchinson T-1210,-94.38,44.87
Target Inver Grove Heights T-2519,-93.08,44.82
Hy-Vee - Lakeville #1356,-93.18,44.72
16227 Kenrick Ave - I35 & Cty Rd 46,-93.28,44.71
Lakeville - I-35 & Kenwood Trail,-93.28,44.69
Super Target Lakeville ST-1484,-93.29,44.68
Super Target Lino Lakes ST-1448,-93.11,45.18
Madison and Sioux - Mankato,-93.95,44.17
Hy-Vee - Mankato #2,-93.95,44.17
Maple Grove - Dunkirk Square,-93.49,45.13
Super Target Maple Grove T-2193,-93.48,45.13
7979 Wedgewood Lane,-93.45,45.1
Teavana - Maple Grove,-93.44,45.09
Target Medina T-2223,-93.53,45.05
Target Minneapolis T-1375,-93.27,44.97
Target Crystal T-3,-93.36,45.05
25th and Riverside,-93.24,44.96
Target Minneapolis T-52,-93.24,44.95
14th and 5th - Dinkytown,-93.24,44.98
University of Minnesota-Lind Hall,-93.23,44.97
Target Minneapolis Downtown HQ T-13,-93.27,44.97
22nd & Hennepin - Kenwood Crossing,-93.29,44.96
U of MN - Coffman Union Bldg,-93.24,44.97
33 S. 6th Street - City Center,-93.27,44.98
Nicollet & Franklin,-93.28,44.96
U of MN - 615 Washington Ave SE,-93.23,44.97
U of MN/Minneapolis - W Campus,-93.25,44.97
Super Target Mpls/Fridley ST-2200,-93.25,45.07
Macys -  Minneapolis,-93.27,44.98
IDS Center - Skyway level,-93.27,44.98
600 Hennepin Ave S - Mayo Clinic Sq,-93.28,44.98
5351 Lyndale Avenue South,-93.29,44.91
Target Minneapolis T-1095,-93.23,45
Double Tree Hotel Minneapolis,-93.28,44.97
120 S. 6th Street - Skyway level,-93.27,44.98
Target Minnetonka/Hopkins T-0100,-93.45,44.97
Teavana - Ridgedale Center,-93.44,44.97
Super Target Minnetonka ST-1356,-93.5,44.92
Super Target Monticello T-2180,-93.77,45.29
Moorhead-I-94 & 8th,-96.77,46.85
Target Moorhead T-658.,-96.75,46.86
Hy-Vee - New Hope #1,-93.39,45.03
Teavana - Maplewood Mall,-93.02,45.03
Target Northfield T-1211.,-93.19,44.43
Hwy 36 and Hwy 5 - 5980 Neal,-92.85,45.03
Hy-Vee - Oakdale Main Entrance,-92.96,44.96
Hy-Vee Oakdale,-92.96,44.96
Super Target Otsego ST-2456,-93.56,45.28
641 W. Bridge St. - Owatonna,-93.24,44.08
Target Owatonna T-1068,-93.25,44.09
Hwy 55 & Vicksburg Ave - Plymouth,-93.48,45.02
Super Target Plymouth ST-664,-93.45,45.03
Plymouth - Hwy 55 & NW Blvd.,-93.45,45.01
Target - Red Wing T-1522,-92.58,44.57
Super Target Richfield ST-2300,-93.25,44.88
Lyndale and 77th,-93.29,44.86
Doubletree Hotel Rochester Downtown,-92.46,44.02
HyVee Rochester 4,-92.53,44.07
Super Target Rochester ST-1351,-92.5,44.06
Teavana - Apache Mall,-92.48,44
Super Target Rochester South ST-232,-92.47,43.95
Kahler Grand Hotel,-92.47,44.02
Hy-Vee @ Rochester 2,-92.47,44.06
Super Target Rogers ST-1456,-93.55,45.2
Hwy 101 & Diamond Lk Rd-Rogers,-93.55,45.2
Rosemount - CR 42 & Hwy 3,-93.13,44.73
Super Target Roseville ST-2101,-93.16,45.01
NWC Hwy 36 and Fairview,-93.18,45.01
Macy's-Rosedale #233,-93.17,45.01
Hwy 36 and Fairview Avenue,-93.18,45.01
Super Target Saint Paul ST-2046,-93.08,44.89
Kowalski's - St. Paul,-93.15,44.94
Savage-CR 42 & Hwy 13,-93.38,44.75
Super Target Savage ST-1833,-93.38,44.74
CR 21 and Old Carriage - Shakopee,-93.41,44.78
Super Target Shoreview ST-619,-93.14,45.06
Kowalski's @ Shoreview,-93.12,45.08
Target St Cloud East T-930,-94.15,45.57
Super Target Knollwood ST-2189,-93.39,44.94
MSP Minn D6 Baggage Claim Area,-93.21,44.88
MSP North Ternimal,-93.21,44.88
"MSP Minn Green Concourse, Gate 69",-93.21,44.88
"St. Cloud, Division Place",-94.19,45.55
St. Louis Park-Minnetonka & Hwy 7,-93.33,44.95
Excelsior & Grand-St. Louis Park,-93.34,44.93
St. Paul-Grand Ave & Oxford St,-93.14,44.94
Target St. Paul T-68,-93.03,44.95
2078 Ford Parkway,-93.19,44.92
Snelling & Selby-171 Snelling Ave N,-93.17,44.95
380 St. Peter St-Lawson Commons,-93.1,44.95
Target St Paul/Oakdale T-2135,-92.95,45
Hamline University,-93.17,44.97
SuperTarget - St. Paul T-2229,-93.16,44.95
Target Stillwater T-931,-92.84,45.04
Kowalski-Stillwater/Oak Park,-92.84,45.03
Target Vadnais Heights T-751,-93.06,45.05
Hwy 96 and Centerville Road,-93.06,45.08
Target Virginia T-847,-92.55,47.51
Target Waconia T-2449,-93.77,44.85
Waite Park - 2nd St S & Waite Park,-94.22,45.55
740 E. Lake Street - Wayzata,-93.51,44.97
S. Robert & Thompson-West St. Paul,-93.08,44.9
White Bear Ave & I-694,-93.02,45.04
Kowalski-White Bear Lake #4727,-93.02,45.07
Target Winona T-1096,-91.62,44.03
8362 Tamarack Village,-92.94,44.94
7230 Valley Creek Road,-92.96,44.93
Target Woodbury East T-2406,-92.91,44.94
Woodbury Dr. and Commerce,-92.9,44.94
Kowalski - Woodbury,-92.93,44.92
Target Woodbury T-0694,-92.96,44.93
Jerry's Foods - Woodbury,-92.94,44.89
Gravois and Rock Hill-Affton,-90.33,38.55
Target Arnold T-1278,-90.4,38.41
Arnold Crossroads,-90.37,38.44
"Price Cutter #15 Aurora, MO",-93.72,36.97
Target Chesterfield/T & C T-1952,-90.52,38.62
Manchester & Ries,-90.54,38.59
Hwy 58 & Town Center,-94.52,38.81
Hwy 7 & I-70,-94.27,39.02
Target Blue Springs T-2525,-94.25,39.03
Target Branson T-2098,-93.25,36.65
Sycamore & Main,-93.22,36.64
Country Mart-Branson,-93.24,36.66
Brentwood & White,-90.35,38.62
Target Brentwood T-1102,-90.34,38.63
Target Bridgeton T-12,-90.43,38.75
I 55 & William,-89.58,37.3
Target Cape Girardeau T-992,-89.56,37.33
Southeast Missouri State University,-89.53,37.31
St. Louis Premium Outlets,-90.63,38.64
Clarkson & Baxter,-90.57,38.64
Chesterfield Commons,-90.6,38.67
Teavana - Chesterfield Mall,-90.57,38.65
Target Chesterfield T-1353,-90.59,38.67
Teavana - Prestige Chesterfield,-90.59,38.67
Hanley & Wydown,-90.33,38.64
Forsyth & N Central,-90.34,38.65
Dillons - Columbia #124,-92.36,38.95
Hy-Vee - Columbia #1,-92.38,38.95
Broadway & Brickton,-92.3,38.95
Broadway & Fairview,-92.38,38.96
9th & Elm,-92.33,38.95
Target Columbia T - 239,-92.38,38.97
Nifong and Buttonwood-Rock Bridge,-92.33,38.91
Univ. Missouri - Columbia Union Squ,-92.33,38.94
Watson & Old Sappington,-90.38,38.56
Dierbergs West Oak Creve Coeur Sbux,-90.44,38.67
Olive & Craig,-90.44,38.67
Target O'Fallon/Dardenne T-2103,-90.76,38.77
Teavana - West County,-90.45,38.6
Dierbergs @ Des Peres,-90.43,38.6
West County Mall - Floor 1 South,-90.45,38.6
Hwy. 141 & Gravois,-90.44,38.51
W Florissant & Somerset - Ferguson,-90.28,38.77
Graham & I 270,-90.34,38.78
N Lindbergh and New Halls Ferry,-90.3,38.81
Ft. Leonard Wood Community Center,-92.11,37.75
N. Propsect Ave & NE 64th-Gladstone,-94.55,39.21
Hy-Vee - Gladstone #1,-94.55,39.22
Price Chopper 16 Grandview,-94.52,38.88
"Price Chopper #37 Harrisonville, MO",-94.36,38.65
I-270 & Lindbergh,-90.35,38.79
Country Mart Hollister - #70,-93.2,36.58
Hwy 40 & Blue Ridge,-94.44,39.05
E. 39th and Arrowhead,-94.36,39.05
Teavana - Independence Center,-94.36,39.05
Hy-Vee - Independence #2,-94.41,39.04
23rd & Lee's Summit,-94.39,39.08
Hy-Vee Independence #1 1260,-94.39,39.08
Independence Center Mall- Simon,-94.36,39.05
Lee's Summit,-94.36,38.92
Target Jefferson City T-752,-92.21,38.58
Hy-Vee - Jefferson City #1,-92.25,38.59
Price Cutter-Joplin #57,-94.53,37.07
3rd & Range Line,-94.48,37.09
Target Joplin T-774,-94.47,37.09
32nd & Range Line,-94.48,37.05
Hy Vee - Kansas City 3,-94.64,39.21
Super Target-Kansas City T-1455,-94.46,39.25
"MCI Term B, Gate 41",-94.72,39.31
Target Kansas City NW T-2423,-94.66,39.26
Price Chopper-Kansas City #21,-94.57,39.25
I-29 & Barry,-94.65,39.25
MCI - KC Term B Food Crt,-94.72,39.3
Crowne Plaza Kansas City,-94.59,39.1
135th & State Line,-94.61,38.89
Target Kansas City T-1177,-94.59,39.25
MCI Kansas City Int'l Term B Upper,-94.72,39.3
Super Target Kansas City ST-1840,-94.61,38.88
Price Chopper-Kansas City #11,-94.57,39.21
302 Nichols Road-Country Club Plaza,-94.59,39.04
1701 W. 39th Street -KCMO,-94.61,39.06
41st & Main,-94.59,39.05
Target Kansas City T-1436,-94.61,38.97
Ward Parkway,-94.61,38.97
Hy Vee Kansas City #2,-94.58,39.2
12th and Main - City Center Square,-94.58,39.1
Teavana - Country Club Plaza,-94.59,39.04
MCI Concourse C - Kiosk,-94.72,39.31
96th and North Oak,-94.58,39.27
MCI - KC Term C Column 38-40,-94.71,39.29
Hen House Market #29 Kansas City,-94.64,39.21
MCI - SW Gate 34 (Temp),-94.67,39.25
Hy-Vee - Kirksville #1,-92.57,40.2
Kirkwood Pioneer Place,-90.41,38.58
Lindbergh & Clayton,-90.4,38.63
SR-N & Hawk Ridge,-90.78,38.77
Price Cutter - Lebanon #29,-92.67,37.68
Macy's - Lee's Summit,-94.4,38.93
Price Chopper - Lee's Summit #43,-94.34,38.9
50th & Chipman,-94.41,38.93
Super Target Lees Summit ST-1392,-94.41,38.93
Douglas & Tudor,-94.38,38.93
I-35 & SR-152,-94.45,39.25
Dierbergs Lafayette Center,-90.52,38.6
Manchester & Braeshire Rd,-90.5,38.59
Page & Ball,-90.42,38.7
West Port Plaza - St. Louis,-90.45,38.7
Northwest Missouri State Univesity,-94.88,40.35
HY Vee @ Maryville 1,-94.87,40.33
Ramey-Price Cutter-Nixa #55,-93.3,37.05
Target O'Fallon T-1241,-90.7,38.78
SR-K & Laura Hill Rd,-90.7,38.78
SR-K & Weldon Spring,-90.7,38.72
Olive & Price,-90.37,38.67
Target Osage Beach T-1914,-92.6,38.16
Hy-Vee - Osage Beach #1,-92.61,38.16
US-54 & SR-42,-92.61,38.16
Ramey-Price Cutter-Ozark,-93.22,37.06
Price Chopper Platte City,-94.77,39.35
"Price Cutter Plus - Republic, MO",-93.47,37.13
Price Chopper - Rolla #90,-91.75,37.95
St. Louis University,-90.23,38.63
Hwy 50 & Thompson,-93.26,38.71
Teavana - Battlefield Mall,-93.27,37.16
Price Cutter #35 - Springfield,-93.27,37.21
Glenstone & Cherry,-93.26,37.2
RPCS @ Ozark Technical Community Co,-93.28,37.22
Campbell & Cowden,-93.3,37.15
Ramey-Price Cutter-Springfield #52,-93.32,37.14
Price Cutter-Springfield #51,-93.28,37.14
Sunshine & Campbell,-93.3,37.18
Bistro Market-Springfield #8,-93.29,37.21
Price Cutter # 34 - Springfield,-93.35,37.24
Price Cutter Plus-Springfield #20,-93.29,37.25
Price Cutter - Springfield #18,-93.26,37.23
Battlefield Mall,-93.27,37.16
Hy Vee - Springfield,-93.32,37.16
Ramey-Price Cutter-Springfield #50,-93.23,37.16
Missouri State University,-93.28,37.2
Target Springfield T-1031,-93.26,37.15
Target St Joseph T-1977,-94.81,39.81
"STL - Concourse C, Gate 17",-90.36,38.74
Target Hampton Vlg St Louis T-1515,-90.3,38.59
STL - Baggage Claim 2,-90.37,38.74
"STL - Concourse C, Space 2",-90.36,38.74
"STL - East Term, Upper Lvl Food Ct",-90.37,38.74
STL - East Terminal,-90.37,38.74
"STL - Conc. A, Gate 9",-90.37,38.74
Marriott St. Louis Grand,-90.19,38.63
St. Louis Hilton at the Ballpark,-90.19,38.63
5th & Boonslick,-90.49,38.77
Belt Hwy & Faraon,-94.8,39.77
Price Chopper St. Joseph,-94.8,39.79
St. Joe - Belt Highway & Cook Road,-94.82,39.81
Teavana - St. Louis Galleria,-90.32,38.63
Grand Ave & Forest Park,-90.23,38.63
South County Mall,-90.33,38.51
Olive & 6th,-90.19,38.63
St Louis - S Grand and Sidney,-90.24,38.61
Washington Univ-Olin Business Schoo,-90.3,38.65
Central West End,-90.26,38.64
Loughborough & I 55,-90.26,38.56
Cheshire Inn - Market,-90.31,38.63
Lindbergh and Lemay Ferry,-90.33,38.51
Kings & Chippewa,-90.27,38.59
Tesson Ferry,-90.38,38.51
St Louis Galleria,-90.35,38.63
Manchester & McKnight,-90.37,38.61
Chippewa & Lansdowne,-90.31,38.59
Big Bend & Dougherty Ferry,-90.48,38.57
Hyatt Regency Riverfront St. Louis,-90.19,38.63
Dierbergs @ Brentwood Pointe,-90.34,38.63
Mexico & Mid Rivers Mall Dr,-90.63,38.79
Hwy 94 & Mid Rivers,-90.63,38.74
S Outer Rd & I-44,-92.14,37.82
Watson and Lindbergh,-90.41,38.56
Clayton Rd & Mason,-90.48,38.63
Delmar & North & South,-90.34,38.66
Delmar Loop,-90.31,38.66
Hwy 141 & I-44,-90.5,38.54
Sodexo @ Central Missouri State Uni,-93.72,38.78
Target Washington T-2255,-90.98,38.53
"Price Cutter - Waynesville, MO",-92.23,37.81
Price Cutter Plus-Webb City #23,-94.48,37.14
Webster Groves,-90.34,38.59
Target Wentzville T-2345,-90.85,38.82
Wentzville & I 70,-90.88,38.82
Taylor & Manchester,-90.63,38.58
Golden Nugget Biloxi,-88.86,30.39
Popps & Pass,-88.98,30.4
Hard Rock Hotel and Casino - Biloxi,-88.89,30.39
I-20 @ Springridge,-90.33,32.33
"Columbus, MS",-88.43,33.52
Target D'Iberville T-2485,-88.88,30.44
Promenade Parkway & I-110,-88.9,30.46
Target Flowood T-1920,-90.06,32.34
"JAN - Jackson,MS Main Term Bldg",-90.07,32.28
I 10 & Hwy 49,-89.1,30.44
U of S. MS/Hattisburg -Cook Library,-89.33,31.33
Hardy St & 38th Ave,-89.35,31.32
Target Hattiesburg T-2055,-89.38,31.32
Kroger Hernando #478,-89.99,34.83
Horn Lake - West Goodman Rd & I-55,-90.01,34.96
I 55 & Northside,-90.15,32.36
Target-Jackson T-754,-90.15,32.4
Keesler AFB - BX,-88.91,30.41
Missisippi State University,-88.79,33.45
Ocean Springs,-88.78,30.41
Olive Branch,-89.85,34.96
Target Olive Branch West T-2442,-89.9,34.96
W Jackson Ave,-89.55,34.36
Aramark @ University of Mississippi,-89.53,34.36
Univ. of Mississippi - Library,-89.54,34.36
